expression,reading,meaning,tags,guid,example_jp,example_reading_hiragana,example_ko
代用,だいよう,대용,JLPT_1 JLPT,mu!!VPGcN/,砂糖がなかったので蜂蜜で代用した。,さとうがなかったのではちみつでだいようした。,설탕이 없어서 꿀로 대신했다.
体力,たいりょく,체력,JLPT_1 JLPT,k5)wZQr4>y,長い登山には十分な体力が必要だ。,ながいとざんにはじゅうぶんなたいりょくがひつようだ。,긴 등산에는 충분한 체력이 필요하다.
タイル,タイル,타일,JLPT_1 JLPT,ATn!+%/EU;,浴室の床に滑りにくいタイルを敷いた。,よくしつのゆかにすべりにくいたいるをしいた。,욕실 바닥에 잘 미끄러지지 않는 타일을 깔았다.
対話,たいわ,대화,JLPT_1 JLPT,dArvNg;d~A,住民との対話を重ねて計画を見直した。,じゅうみんとのたいわをかさねてけいかくをみなおした。,주민과 거듭 대화하며 계획을 재검토했다.
耐える,たえる,견디다,JLPT_1 JLPT,fX{nWJ2pLZ,厳しい訓練に耐えて最後まで走り切った。,きびしいくんれんにたえてさいごまではしりきった。,고된 훈련을 견디고 끝까지 달렸다.
堪える,たえる,견디다,JLPT_1 JLPT,Lk-i;aQnR+,眠気に堪えながら報告書を仕上げた。,ねむけにたえながらほうこくしょをしあげた。,졸음을 참아 가며 보고서를 완성했다.
絶える,たえる,끊기다·멸절하다,JLPT_1 JLPT,rTE!2k^D@,後継者がいなければ、この技術は絶えてしまう。,こうけいしゃがいなければ、このぎじゅつはたえてしまう。,후계자가 없으면 이 기술은 끊기고 만다.
断える,たえる,끊기다,JLPT_1 JLPT,Qs%N8rxgY7,戦乱で両国の交流が断えて久しい。,せんらんでりょうこくのこうりゅうがたえてひさしい。,전란으로 양국의 교류가 끊긴 지 오래다.
打開,だかい,타개,JLPT_1 JLPT,mQ|SYI%fP],資金不足を打開するため、計画を縮小した。,しきんぶそくをだかいするため、けいかくをしゅくしょうした。,자금 부족을 타개하기 위해 계획을 축소했다.
焚火,たきび,모닥불,JLPT_1 JLPT,LcA{{ZbodA,河原で焚火を囲み、冷えた体を温めた。,かわらでたきびをかこみ、ひえたからだをあたためた。,강가에서 모닥불을 둘러싸고 차가워진 몸을 녹였다.
妥協,だきょう,타협,JLPT_1 JLPT,"s%Avc+h,O*",双方が妥協して、ようやく合意に達した。,そうほうがだきょうして、ようやくごういにたっした。,양측이 타협하여 마침내 합의에 이르렀다.
たくましい,たくましい,늠름하다·강인하다,JLPT_1 JLPT,"P8,W5KAJY/",荒れ地でも育つ、たくましい植物だ。,あれちでもそだつ、たくましいしょくぶつだ。,황무지에서도 자라는 강인한 식물이다.
巧み,たくみ,교묘함·정교함·솜씨 좋음,JLPT_1 JLPT,i]Z*A6(YX(,職人は巧みな技で壊れた器を修復した。,しょくにんはたくみなわざでこわれたうつわをしゅうふくした。,장인은 뛰어난 솜씨로 깨진 그릇을 복원했다.
丈,たけ,길이·키,JLPT_1 JLPT,enuUDdn`y|,着物の丈を身長に合わせて直した。,きもののたけをしんちょうにあわせてなおした。,기모노 길이를 키에 맞춰 고쳤다.
打撃,だげき,타격,JLPT_1 JLPT,"t;}gxU%<,g",主力選手の欠場は球団に大きな打撃を与えた。,しゅりょくせんしゅのけつじょうはきゅうだんにおおきなだげきをあたえた。,주전 선수의 결장은 구단에 큰 타격을 주었다.
妥結,だけつ,타결,JLPT_1 JLPT,l2ZF^5r/@.,労使交渉は賃上げで妥結した。,ろうしこうしょうはちんあげでだけつした。,노사 협상은 임금 인상으로 타결되었다.
駄作,ださく,졸작·보잘것없는 작품,JLPT_1 JLPT,Lw)j7o&?}o,期待して見た映画だが、残念ながら駄作だった。,きたいしてみたえいがだが、ざんねんながらださくだった。,기대하고 본 영화였지만 안타깝게도 졸작이었다.
足し算,たしざん,덧셈,JLPT_1 JLPT,iE/CUShX8n,妹は指を使って足し算をしている。,いもうとはゆびをつかってたしざんをしている。,여동생은 손가락을 사용해 덧셈을 하고 있다.
多数決,たすうけつ,다수결,JLPT_1 JLPT,"OJ~&,3EcJ/",意見が分かれたので多数決で決めた。,いけんがわかれたのでたすうけつできめた。,의견이 갈려서 다수결로 결정했다.
助け,たすけ,도움·구조,JLPT_1 JLPT,j0*?atjOa+,通りかかった人に助けを求めた。,とおりかかったひとにたすけをもとめた。,지나가던 사람에게 도움을 청했다.
携わる,たずさわる,종사하다·관계하다,JLPT_1 JLPT,McI/Z<qse(,長年、医療機器の開発に携わってきた。,ながねん、いりょうききのかいはつにたずさわってきた。,오랫동안 의료 기기 개발에 종사해 왔다.
漂う,ただよう,떠돌다·감돌다,JLPT_1 JLPT,bR^R=T^]/Z,台所から焼きたてのパンの香りが漂う。,だいどころからやきたてのぱんのかおりがただよう。,부엌에서 갓 구운 빵 냄새가 감돈다.
立ち去る,たちさる,떠나다,JLPT_1 JLPT,x4xomzb{(l,男は何も言わずに店を立ち去った。,おとこはなにもいわずにみせをたちさった。,남자는 아무 말 없이 가게를 떠났다.
立ち寄る,たちよる,잠시 들르다,JLPT_1 JLPT,"i~*^/,u.M%",帰りに書店へ立ち寄って新刊を買った。,かえりにしょてんへたちよってしんかんをかった。,돌아오는 길에 서점에 들러 신간을 샀다.
抱っこ,だっこ,안기·업기,JLPT_1 JLPT,u]W;19*#xC,泣いている子を母親が抱っこした。,ないているこをははおやがだっこした。,엄마가 울고 있는 아이를 안았다.
達者,たっしゃ,능숙함·건강함,JLPT_1 JLPT,QMO]Jn&?Ra,祖父は八十歳を過ぎても達者に暮らしている。,そふははちじゅっさいをすぎてもたっしゃにくらしている。,할아버지는 여든 살이 넘어서도 건강하게 지내신다.
脱出,だっしゅつ,탈출,JLPT_1 JLPT,rfK<qkCIf],乗客は非常口から無事に脱出した。,じょうきゃくはひじょうぐちからぶじにだっしゅつした。,승객은 비상구로 무사히 탈출했다.
脱する,だっする,벗어나다·탈출하다,JLPT_1 JLPT,t;JPYpd=u$,長い不況を脱する兆しが見えてきた。,ながいふきょうをだっするきざしがみえてきた。,오랜 불황에서 벗어날 조짐이 보이기 시작했다.
達成,たっせい,달성,JLPT_1 JLPT,y%qBRcv/jg,売上目標を予定より早く達成した。,うりあげもくひょうをよていよりはやくたっせいした。,매출 목표를 예정보다 일찍 달성했다.
脱退,だったい,탈퇴,JLPT_1 JLPT,ncettC@%js,彼は方針の違いを理由に組合を脱退した。,かれはほうしんのちがいをりゆうにくみあいをだったいした。,그는 방침의 차이를 이유로 조합에서 탈퇴했다.
だったら,だったら,그렇다면,JLPT_1 JLPT,C/Y!eNd>%+,電車が止まったの？だったら歩いて帰ろう。,でんしゃがとまったの？だったらあるいてかえろう。,전철이 멈췄어? 그렇다면 걸어서 돌아가자.
立て替える,たてかえる,대납하다·대신 내주다,JLPT_1 JLPT,kf$XJ8^ry/,昼食代は私が立て替えておきます。,ちゅうしょくだいはわたしがたてかえておきます。,점심값은 제가 대신 내 두겠습니다.
建前,たてまえ,겉치레·원칙,JLPT_1 JLPT Intermediate_Japanese_Ln.15 Intermediate_Japanese,L3SqCRekB4,安全第一は建前で、実際は利益を優先していた。,あんぜんだいいちはたてまえで、じっさいはりえきをゆうせんしていた。,안전 제일은 명분뿐이고 실제로는 이익을 우선했다.
奉る,たてまつる,바치다,JLPT_1 JLPT,f5~QK@<Z?-,神前に収穫した米を奉った。,しんぜんにしゅうかくしたこめをたてまつった。,신전에 수확한 쌀을 바쳤다.
だと,だと,~라면,JLPT_1 JLPT,AdbIr)ODQy,明日雨だと、試合は延期になる。,あしたあめだと、しあいはえんきになる。,내일 비가 오면 경기는 연기된다.
他動詞,たどうし,타동사,JLPT_1 JLPT,k%4*4&yY`0,授業では自動詞と他動詞の違いを学んだ。,じゅぎょうではじどうしとたどうしのちがいをまなんだ。,수업에서 자동사와 타동사의 차이를 배웠다.
辿り着く,たどりつく,간신히 도착하다,JLPT_1 JLPT,g7HZru1rgh,道に迷った末、日暮れ前に山小屋へ辿り着いた。,みちにまよったすえ、ひぐれまえにやまごやへたどりついた。,길을 헤맨 끝에 해가 지기 전 산장에 가까스로 도착했다.
辿る,たどる,더듬어 가다,JLPT_1 JLPT,wGxS[a6&-W,古い地図を頼りに街道を辿った。,ふるいちずをたよりにかいどうをたどった。,오래된 지도를 의지해 가도를 따라갔다.
束ねる,たばねる,묶다·통솔하다,JLPT_1 JLPT,f-6#7v|syX,新聞を紐で束ねて回収場所へ運んだ。,しんぶんをひもでたばねてかいしゅうばしょへはこんだ。,신문을 끈으로 묶어 수거 장소로 옮겼다.
だぶだぶ,だぶだぶ,헐렁헐렁,JLPT_1 JLPT,gN6($!p`)9,この上着は大きすぎて袖がだぶだぶだ。,このうわぎはおおきすぎてそでがだぶだぶだ。,이 겉옷은 너무 커서 소매가 헐렁하다.
他方,たほう,다른 한편,JLPT_1 JLPT,kBVB0U>~W;,新薬は効果が高いが、他方で副作用も強い。,しんやくはこうかがたかいが、たほうでふくさようもつよい。,신약은 효과가 높지만 다른 한편으로 부작용도 강하다.
多忙,たぼう,다망·매우 바쁨,JLPT_1 JLPT,&tDV5aeSi,多忙な時期でも十分な睡眠を心掛ける。,たぼうなじきでもじゅうぶんなすいみんをこころがける。,매우 바쁜 시기에도 충분한 수면을 취하려고 한다.
給う,たまう,주시다·내리시다,JLPT_1 JLPT,o3qNRs#MmC,王よ、民の願いを聞き給え。,おうよ、たみのねがいをききたまえ。,"왕이시여, 백성의 소원을 들어주소서."
魂,たましい,영혼,JLPT_1 JLPT,Lule^<EV8B,彼は作品に職人の魂を込めた。,かれはさくひんにしょくにんのたましいをこめた。,그는 작품에 장인의 혼을 담았다.
溜まり,たまり,고임·쌓임,JLPT_1 JLPT,vn*T!ewBaY,部屋の隅に埃の溜まりができている。,へやのすみにほこりのたまりができている。,방구석에 먼지가 쌓여 있다.
賜る,たまわる,주시다·내리시다,JLPT_1 JLPT,HP!zs26?IS,このたびは貴重なご意見を賜り、感謝いたします。,このたびはきちょうなごいけんをたまわり、かんしゃいたします。,이번에 귀중한 의견을 주셔서 감사드립니다.
保つ,たもつ,유지하다,JLPT_1 JLPT,gTbXu)j!`=,室内の温度を一定に保ってください。,しつないのおんどをいっていにたもってください。,실내 온도를 일정하게 유지해 주세요.
たやすい,たやすい,쉽다·용이하다,JLPT_1 JLPT,AG]dUK?GLW,信頼を得るのは、たやすいことではない。,しんらいをえるのは、たやすいことではない。,신뢰를 얻는 것은 쉬운 일이 아니다.
多様,たよう,다양,JLPT_1 JLPT,vtZOkeWk&x,留学生が増え、教室の文化も多様になった。,りゅうがくせいがふえ、きょうしつのぶんかもたようになった。,유학생이 늘면서 교실의 문화도 다양해졌다.
だるい,だるい,나른하다·지루하다,JLPT_1 JLPT Intermediate_Japanese_Ln.12 Intermediate_Japanese,"ssq5O?,bMD",熱があるのか、朝から体がだるい。,ねつがあるのか、あさからからだがだるい。,열이 있는지 아침부터 몸이 나른하다.
弛み,たるみ,느슨함,JLPT_1 JLPT,CfA9KvwrNs,長く使った綱に弛みが出ている。,ながくつかったつなにたるみがでている。,오래 사용한 밧줄이 느슨해져 있다.
弛む,たるむ,느슨해지다·해이해지다,JLPT_1 JLPT,Q3_&mJpm{q,年齢とともに頬の皮膚が弛んできた。,ねんれいとともにほおのひふがたるんできた。,나이가 들면서 볼의 피부가 처지기 시작했다.
垂れる,たれる,늘어지다·드리워지다,JLPT_1 JLPT,"dR~s,A!paY",柳の枝が川面まで垂れている。,やなぎのえだがかわもまでたれている。,버드나무 가지가 강 수면까지 드리워져 있다.
タレント,タレント,탤런트·연예인,JLPT_1 JLPT,lrfU7E]iMP,人気タレントが式典の司会を務めた。,にんきたれんとがしきてんのしかいをつとめた。,인기 연예인이 기념식 사회를 맡았다.
タワー,タワー,타워·탑,JLPT_1 JLPT,v5:z0AFR9T,港のタワーから町全体を見渡した。,みなとのたわーからまちぜんたいをみわたした。,항구의 타워에서 마을 전체를 내려다보았다.
単一,たんいつ,단일,JLPT_1 JLPT,h$`k(ir0Rg,単一の基準だけで人を評価してはいけない。,たんいつのきじゅんだけでひとをひょうかしてはいけない。,단일 기준만으로 사람을 평가해서는 안 된다.
短歌,たんか,단가 (31음 절 시),JLPT_1 JLPT,Ir#MY^13Ie,旅先で見た春の景色を短歌に詠んだ。,たびさきでみたはるのけしきをたんかによんだ。,여행지에서 본 봄 풍경을 단가로 읊었다.
担架,たんか,들것,JLPT_1 JLPT,HV+tZ)Qo19,負傷した選手が担架で運ばれた。,ふしょうしたせんしゅがたんかではこばれた。,부상당한 선수가 들것에 실려 갔다.
短気,たんき,성미가 급함,JLPT_1 JLPT,"q,u5ZnTUee",短気を起こさず、まず相手の話を聞こう。,たんきをおこさず、まずあいてのはなしをきこう。,성급하게 화내지 말고 우선 상대의 말을 듣자.
団結,だんけつ,단결,JLPT_1 JLPT,nY!|1{!OCq,住民が団結して森林を守った。,じゅうみんがだんけつしてしんりんをまもった。,주민들이 단결하여 숲을 지켰다.
探検,たんけん,탐험,JLPT_1 JLPT,sRi|/nSA`o,調査隊は未知の洞窟を探検した。,ちょうさたいはみちのどうくつをたんけんした。,조사대는 미지의 동굴을 탐험했다.
断言,だんげん,단언,JLPT_1 JLPT,w+Gv2p_R~h,今の情報だけでは安全だと断言できない。,いまのじょうほうだけではあんぜんだとだんげんできない。,현재 정보만으로는 안전하다고 단언할 수 없다.
短縮,たんしゅく,단축,JLPT_1 JLPT,"loQag*w7,y",新しい路線で通勤時間が短縮された。,あたらしいろせんでつうきんじかんがたんしゅくされた。,새 노선으로 출퇴근 시간이 단축되었다.
断然,だんぜん,단연,JLPT_1 JLPT,i4oX5JR1dF,軽さならこちらの製品が断然優れている。,かるさならこちらのせいひんがだんぜんすぐれている。,가벼움이라면 이쪽 제품이 단연 뛰어나다.
炭素,たんそ,탄소,JLPT_1 JLPT,x^}A~2~z<O,この素材には炭素が多く含まれている。,このそざいにはたんそがおおくふくまれている。,이 소재에는 탄소가 많이 포함되어 있다.
短大,たんだい,전문대학,JLPT_1 JLPT,q^nCWsg[HX,姉は短大で栄養学を学んでいる。,あねはたんだいでえいようがくをまなんでいる。,언니는 전문대학에서 영양학을 공부하고 있다.
単調,たんちょう,단조로움,JLPT_1 JLPT,rL$X_?_Pk#,単調な作業が続くと集中力が落ちる。,たんちょうなさぎょうがつづくとしゅうちゅうりょくがおちる。,단조로운 작업이 계속되면 집중력이 떨어진다.
単独,たんどく,단독,JLPT_1 JLPT,esBhRW$7nM,記者は危険な地域へ単独で入った。,きしゃはきけんなちいきへたんどくではいった。,기자는 위험한 지역에 단독으로 들어갔다.
旦那,だんな,남편·주인,JLPT_1 JLPT,Eg]wBS#KM/,彼女の旦那は料理がとても上手だ。,かのじょのだんなはりょうりがとてもじょうずだ。,그녀의 남편은 요리를 아주 잘한다.
短波,たんぱ,단파,JLPT_1 JLPT,i|6Bns+L;/,山小屋で海外の短波放送を受信した。,やまごやでかいがいのたんぱほうそうをじゅしんした。,산장에서 해외 단파 방송을 수신했다.
蛋白質,たんぱくしつ,단백질,JLPT_1 JLPT,Jp^dQ($699,運動後は蛋白質を十分に取るとよい。,うんどうごはたんぱくしつをじゅうぶんにとるとよい。,운동 후에는 단백질을 충분히 섭취하는 것이 좋다.
ダンプ,ダンプ,덤프트럭,JLPT_1 JLPT,Nw}Lm}Btbw,大型のダンプが工事現場へ土砂を運ぶ。,おおがたのだんぷがこうじげんばへどしゃをはこぶ。,대형 덤프트럭이 공사 현장으로 토사를 나른다.
断面,だんめん,단면,JLPT_1 JLPT,GKBfUV.8Iw,木の断面に年輪がはっきり見える。,きのだんめんにねんりんがはっきりみえる。,나무 단면에 나이테가 선명하게 보인다.
弾力,だんりょく,탄력,JLPT_1 JLPT,msj@^X&|0|,この生地は柔らかくて弾力がある。,このきじはやわらかくてだんりょくがある。,이 천은 부드럽고 탄력이 있다.
治安,ちあん,치안,JLPT_1 JLPT,"BnO,YE-DZD",夜も安心して歩けるほど治安がよい。,よるもあんしんしてあるけるほどちあんがよい。,밤에도 안심하고 걸을 수 있을 만큼 치안이 좋다.
チームワーク,チームワーク,팀워크,JLPT_1 JLPT,P=nF6sUVt[,見事なチームワークで逆転に成功した。,みごとなちーむわーくでぎゃくてんにせいこうした。,훌륭한 팀워크로 역전에 성공했다.
チェンジ,チェンジ,체인지·변경,JLPT_1 JLPT,Dijxw<8QAe,後半に選手をチェンジして流れを変えた。,こうはんにせんしゅをちぇんじしてながれをかえた。,후반에 선수를 교체해 흐름을 바꿨다.
違える,ちがえる,틀리게 하다·다르게 하다,JLPT_1 JLPT,l%F*x{2Z?s,口座番号を一桁違えて入力してしまった。,こうざばんごうをひとけたちがえてにゅうりょくしてしまった。,계좌 번호를 한 자리 잘못 입력하고 말았다.
畜産,ちくさん,축산,JLPT_1 JLPT,JuGLp(:y{X,この地域では畜産が盛んに行われている。,このちいきではちくさんがさかんにおこなわれている。,이 지역에서는 축산이 활발하게 이루어지고 있다.
畜生,ちくしょう,축생·짐승·제기랄,JLPT_1 JLPT,vq_X{4/863,畜生、あと一歩で勝てたのに。,ちくしょう、あといっぽでかてたのに。,"젠장, 조금만 더 했으면 이길 수 있었는데."
蓄積,ちくせき,축적,JLPT_1 JLPT,Pr<}&RmAQ(,長時間の作業で疲労が蓄積している。,ちょうじかんのさぎょうでひろうがちくせきしている。,장시간 작업으로 피로가 쌓이고 있다.
地形,ちけい,지형,JLPT_1 JLPT,z9e8bk2QkU,複雑な地形のため救助隊の到着が遅れた。,ふくざつなちけいのためきゅうじょたいのとうちゃくがおくれた。,복잡한 지형 때문에 구조대의 도착이 늦어졌다.
知性,ちせい,지성,JLPT_1 JLPT,O7tGamj6Tf,彼女の落ち着いた話し方には知性が感じられる。,かのじょのおちついたはなしかたにはちせいがかんじられる。,그녀의 차분한 말투에서는 지성이 느껴진다.
乳,ちち,젖·유방·우유,JLPT_1 JLPT,"l,=LW~Hy+r",赤ん坊が母親の乳を懸命に飲んでいる。,あかんぼうがははおやのちちをけんめいにのんでいる。,아기가 어머니의 젖을 열심히 먹고 있다.
縮まる,ちぢまる,줄어들다·단축되다,JLPT_1 JLPT,wu7wbA:9_;,話し合ううちに二人の距離が縮まった。,はなしあううちにふたりのきょりがちぢまった。,이야기를 나누는 사이 두 사람의 거리가 좁혀졌다.
秩序,ちつじょ,질서,JLPT_1 JLPT Intermediate_Japanese_Ln.10 Intermediate_Japanese,P)jMU1FkFO,混乱した会場にようやく秩序が戻った。,こんらんしたかいじょうにようやくちつじょがもどった。,혼란스러웠던 행사장에 마침내 질서가 돌아왔다.
窒息,ちっそく,질식,JLPT_1 JLPT,fDBko;}]D,煙を吸い込むと窒息する危険がある。,けむりをすいこむとちっそくするきけんがある。,연기를 들이마시면 질식할 위험이 있다.
知的,ちてき,지적임·지적인,JLPT_1 JLPT,jiAkN.}ZmV,彼女の話し方は知的で落ち着いている。,かのじょのはなしかたはちてきでおちついている。,그녀의 말투는 지적이고 차분하다.
着手,ちゃくしゅ,착수,JLPT_1 JLPT,F[_a*7LJN.,警察は直ちに事故原因の調査に着手した。,けいさつはただちにじこげんいんのちょうさにちゃくしゅした。,경찰은 즉시 사고 원인 조사에 착수했다.
着色,ちゃくしょく,착색,JLPT_1 JLPT,N#Q=xWnJKS,この菓子は植物由来の色素で着色されている。,このかしはしょくぶつゆらいのしきそでちゃくしょくされている。,이 과자는 식물 유래 색소로 착색되어 있다.
着席,ちゃくせき,착석,JLPT_1 JLPT,MeN__AKyp|,参加者が全員着席してから説明を始めた。,さんかしゃがぜんいんちゃくせきしてからせつめいをはじめた。,참가자가 모두 착석한 뒤 설명을 시작했다.
着目,ちゃくもく,착목·주목,JLPT_1 JLPT,wi@WVZX@m|,研究班は素材の耐久性に着目した。,けんきゅうはんはそざいのたいきゅうせいにちゃくもくした。,연구팀은 소재의 내구성에 주목했다.
着陸,ちゃくりく,착륙,JLPT_1 JLPT,b|+eNo%pfV,飛行機は強風の中を無事に着陸した。,ひこうきはきょうふうのなかをぶじにちゃくりくした。,비행기는 강풍 속에서 무사히 착륙했다.
着工,ちゃっこう,착공,JLPT_1 JLPT,Ew6+3{D_ru,市は来月、新しい校舎の建設に着工する。,しはらいげつ、あたらしいこうしゃのけんせつにちゃっこうする。,시는 다음 달 새 교사 건설에 착공한다.
茶の間,ちゃのま,거실·다실,JLPT_1 JLPT,N9-wCuA<Rp,夕食後は家族みんなが茶の間に集まる。,ゆうしょくごはかぞくみんながちゃのまにあつまる。,저녁 식사 후에는 온 가족이 거실에 모인다.
茶の湯,ちゃのゆ,다도,JLPT_1 JLPT,ejvH[/WC(/,祖母の勧めで茶の湯を習い始めた。,そぼのすすめでちゃのゆをならいはじめた。,할머니의 권유로 다도를 배우기 시작했다.
ちやほや,ちやほや,오냐오냐함·치켜세움,JLPT_1 JLPT,p7xbFu82u*,子供をちやほやして甘やかしてはいけない。,こどもをちやほやしてあまやかしてはいけない。,아이를 떠받들며 응석받이로 키워서는 안 된다.
チャンネル,チャンネル,채널,JLPT_1 JLPT,nV5l[5`h]F,見たい番組を探してチャンネルを変えた。,みたいばんぐみをさがしてちゃんねるをかえた。,보고 싶은 프로그램을 찾아 채널을 바꿨다.
宙返り,ちゅうがえり,공중제비,JLPT_1 JLPT,G#D%$XG0_r,体操選手が見事な宙返りを披露した。,たいそうせんしゅがみごとなちゅうがえりをひろうした。,체조 선수가 멋진 공중제비를 선보였다.
中継,ちゅうけい,중계,JLPT_1 JLPT,MWNEDyrDN$,決勝戦は全国に生中継された。,けっしょうせんはぜんこくになまちゅうけいされた。,결승전은 전국에 생중계되었다.
忠告,ちゅうこく,충고,JLPT_1 JLPT,N9-O04D*/i,友人の忠告を聞かずに失敗した。,ゆうじんのちゅうこくをきかずにしっぱいした。,친구의 충고를 듣지 않아 실패했다.
中傷,ちゅうしょう,중상·비방,JLPT_1 JLPT,p0CsH{8#JZ,根拠のない中傷で彼の名誉が傷ついた。,こんきょのないちゅうしょうでかれのめいよがきずついた。,근거 없는 비방으로 그의 명예가 훼손되었다.
中枢,ちゅうすう,중추,JLPT_1 JLPT,r%Mjj+Ek{5,首都は政治と経済の中枢を担っている。,しゅとはせいじとけいざいのちゅうすうをになっている。,수도는 정치와 경제의 중추를 담당하고 있다.
抽選,ちゅうせん,추첨,JLPT_1 JLPT,0KYkNtfpJ,応募者が多いため、参加者は抽選で決める。,おうぼしゃがおおいため、さんかしゃはちゅうせんできめる。,응모자가 많아서 참가자는 추첨으로 정한다.
中断,ちゅうだん,중단,JLPT_1 JLPT,w>%6r/va[-,雷雨のため試合が一時中断された。,らいうのためしあいがいちじちゅうだんされた。,뇌우 때문에 경기가 잠시 중단되었다.
中毒,ちゅうどく,중독,JLPT_1 JLPT,LzJ=jxfHor,古い暖房器具による一酸化炭素中毒が起きた。,ふるいだんぼうきぐによるいっさんかたんそちゅうどくがおきた。,낡은 난방 기구로 인한 일산화탄소 중독이 발생했다.
中腹,ちゅうふく,산 중턱,JLPT_1 JLPT,tB+gKvvwou,山の中腹に小さな寺がある。,やまのちゅうふくにちいさなてらがある。,산 중턱에 작은 절이 있다.
中立,ちゅうりつ,중립,JLPT_1 JLPT,PZFB#``%5o,委員長は議論で中立の立場を保った。,いいんちょうはぎろんでちゅうりつのたちばをたもった。,위원장은 논의에서 중립적인 입장을 유지했다.
中和,ちゅうわ,중화,JLPT_1 JLPT,nyH&P(=%8Y,酸性の土壌を石灰で中和する。,さんせいのどじょうをせっかいでちゅうわする。,산성 토양을 석회로 중화한다.
～著,～ちょ,~저·~저술,JLPT_1 JLPT,fQ0a}K7p9f,現役医師著の解説書がよく売れている。,げんえきいしちょのかいせつしょがよくうれている。,현직 의사가 저술한 해설서가 잘 팔리고 있다.
腸,ちょう,장·창자,JLPT_1 JLPT,K%kn{5[S%7,腸の働きを整えるために食物繊維を取る。,ちょうのはたらきをととのえるためにしょくもつせんいをとる。,장의 기능을 조절하기 위해 식이 섬유를 섭취한다.
蝶,ちょう,나비,JLPT_1 JLPT,q;0HqmYw1-,色鮮やかな蝶が花から花へ飛んでいる。,いろあざやかなちょうがはなからはなへとんでいる。,화려한 색의 나비가 꽃에서 꽃으로 날아다닌다.
超,ちょう,초~ (슈퍼·울트라),JLPT_1 JLPT,Eiftj43[ej,その新作は発売前から超人気だ。,そのしんさくははつばいまえからちょうにんきだ。,그 신작은 출시 전부터 엄청난 인기다.
調印,ちょういん,조인·서명,JLPT_1 JLPT,+X8b+]_hF,両国の代表が平和条約に調印した。,りょうこくのだいひょうがへいわじょうやくにちょういんした。,양국 대표가 평화 조약에 서명했다.
聴覚,ちょうかく,청각,JLPT_1 JLPT,C>6Ay%IdDe,事故で一時的に聴覚を失った。,じこでいちじてきにちょうかくをうしなった。,사고로 일시적으로 청각을 잃었다.
長官,ちょうかん,장관·국장,JLPT_1 JLPT,"H,v:QJS0Yi",長官は記者会見で辞任を表明した。,ちょうかんはきしゃかいけんでじにんをひょうめいした。,장관은 기자 회견에서 사임을 표명했다.
聴講,ちょうこう,청강,JLPT_1 JLPT,dMxJpHdu-m,専門外だが、公開講座を聴講した。,せんもんがいだが、こうかいこうざをちょうこうした。,전문 분야는 아니지만 공개 강좌를 청강했다.
徴収,ちょうしゅう,징수,JLPT_1 JLPT,LIId5$2fh5,市は住民から税金を徴収する。,しはじゅうみんからぜいきんをちょうしゅうする。,시는 주민에게서 세금을 징수한다.
聴診器,ちょうしんき,청진기,JLPT_1 JLPT,A2>D_NQ`=%,医師は聴診器を胸に当てた。,いしはちょうしんきをむねにあてた。,의사는 청진기를 가슴에 댔다.
調停,ちょうてい,조정·중재,JLPT_1 JLPT,zrfL7jNQ@_,第三者の調停で争いが解決した。,だいさんしゃのちょうていであらそいがかいけつした。,제삼자의 중재로 분쟁이 해결되었다.
重複,ちょうふく,중복,JLPT_1 JLPT,yXhchN!{a9,予約が重複して同じ部屋に二組が来た。,よやくがちょうふくしておなじへやにふたくみがきた。,예약이 중복되어 같은 방에 두 일행이 왔다.
長編,ちょうへん,장편,JLPT_1 JLPT,u19=nL^X<],休暇中に長編小説を一冊読み終えた。,きゅうかちゅうにちょうへんしょうせつをいっさつよみおえた。,휴가 중에 장편 소설 한 권을 다 읽었다.
重宝,ちょうほう,편리함·중하게 여김,JLPT_1 JLPT,P`*HZ|)=W),少量の料理にはこの小型の鍋が重宝する。,しょうりょうのりょうりにはこのこがたのなべがちょうほうする。,적은 양을 요리할 때는 이 작은 냄비가 유용하다.
調理,ちょうり,조리·요리,JLPT_1 JLPT,P`dt.f6=&.,魚は十分に加熱して調理してください。,さかなはじゅうぶんにかねつしてちょうりしてください。,생선은 충분히 가열해서 조리해 주세요.
調和,ちょうわ,조화,JLPT_1 JLPT,MQV-Mk:gSq,古い町並みと新しい建物が調和している。,ふるいまちなみとあたらしいたてものがちょうわしている。,옛 거리 풍경과 새 건물이 조화를 이루고 있다.
ちょくちょく,ちょくちょく,자주·빈번히,JLPT_1 JLPT,eXEksqIu&w,彼は仕事帰りにこの店へちょくちょく寄る。,かれはしごとがえりにこのみせへちょくちょくよる。,그는 퇴근길에 이 가게에 자주 들른다.
直面,ちょくめん,직면,JLPT_1 JLPT,Q%puR-vfcY,会社は深刻な人手不足に直面している。,かいしゃはしんこくなひとでぶそくにちょくめんしている。,회사는 심각한 인력 부족에 직면해 있다.
著書,ちょしょ,저서,JLPT_1 JLPT,k8We;qzOF?,先生から署名入りの著書をいただいた。,せんせいからしょめいいりのちょしょをいただいた。,선생님께 서명이 담긴 저서를 받았다.
貯蓄,ちょちく,저축,JLPT_1 JLPT,yk~={SS:?P,老後に備えて毎月収入の一部を貯蓄する。,ろうごにそなえてまいつきしゅうにゅうのいちぶをちょちくする。,노후에 대비해 매달 수입의 일부를 저축한다.
