expression,reading,meaning,tags,guid
気象,きしょう,기상·날씨,JLPT_1 JLPT,i8sg{g&{j*
傷付く,きずつく,상처 입다·다치다,JLPT_1 JLPT,g#?]Ssa:Ux
傷付ける,きずつける,상처 입히다,JLPT_1 JLPT,W04_o[&8W
犠牲,ぎせい,희생,JLPT_1 JLPT,eAtE.H0;PV
汽船,きせん,기선·증기선,JLPT_1 JLPT,"gyZ:?sW,`("
寄贈,きぞう,기증,JLPT_1 JLPT,k3nUp@KIzg
偽造,ぎぞう,위조,JLPT_1 JLPT,K;j2M?f~?!
貴族,きぞく,귀족,JLPT_1 JLPT,inVAX<UF+i
議題,ぎだい,의제,JLPT_1 JLPT,Q@WjbgZGbs
鍛える,きたえる,단련하다·련마하다,JLPT_1 JLPT,G>3/bExrby
気立て,きだて,마음씨·성질,JLPT_1 JLPT,h61-}t=4fL
来る,きたる,다가오는·오는,JLPT_1 JLPT,s])r!JZ-b4
きちっと,きちっと,정확하게·반듯하게,JLPT_1 JLPT,D#t!(nebzD
几帳面,きちょうめん,꼼꼼함·규칙적임,JLPT_1 JLPT,Idj9h;q|%y
きっかり,きっかり,정확히·딱,JLPT_1 JLPT,cC(nm-eKo^
きっちり,きっちり,꼭·정확히,JLPT_1 JLPT,p.hrrI+jm1
きっぱり,きっぱり,단호히·딱 잘라,JLPT_1 JLPT,u>9}K{Kf.I
規定,きてい,규정,JLPT_1 JLPT,KTPp;1&S1u
起点,きてん,기점,JLPT_1 JLPT,",M-]_[Vyp"
軌道,きどう,궤도,JLPT_1 JLPT,P=9KAyqi}b
技能,ぎのう,기능·기술,JLPT_1 JLPT,waI%d;Y5LY
規範,きはん,규범,JLPT_1 JLPT,L8HXSBw0.5
気品,きひん,기품,JLPT_1 JLPT,cT4)YAkk45
気風,きふう,기풍·기색,JLPT_1 JLPT,cU@qu%MT$c
起伏,きふく,기복,JLPT_1 JLPT,DG3WXr]W9o
規模,きぼ,규모,JLPT_1 JLPT,vN{{=xfB<k
気まぐれ,きまぐれ,변덕,JLPT_1 JLPT,EUJagum[Gi
生真面目,きまじめ,매우 성실함,JLPT_1 JLPT,B$#zm{x$(/
期末,きまつ,기말,JLPT_1 JLPT,rB>aq=EB!L
쑥스러운,きまりわるい,쑥스러운·겸연쩍은,JLPT_1 JLPT,i^-fu~OpOW
記名,きめい,기명,JLPT_1 JLPT,LeN-Up#$*/
規約,きやく,규약,JLPT_1 JLPT,p:ItXku)R]
각색,きゃくしょく,각색,JLPT_1 JLPT,A3B8`j%szk
逆転,ぎゃくてん,역전,JLPT_1 JLPT,b}F-L9oFMV
脚本,きゃくほん,각본·시나리오,JLPT_1 JLPT,BqjNB^gQ4E
華奢,きゃしゃ,가냘픈·화사한,JLPT_1 JLPT,K{%YNbdXo{
客観,きゃっかん,객관,JLPT_1 JLPT,FE+)c7=xm.
캐치,キャッチ,캐치·포획,JLPT_1 JLPT,EE+~Pnl{z$
경력,キャリア,경력·캐리어,JLPT_1 JLPT,917%#^`DD
救援,きゅうえん,구원,JLPT_1 JLPT,"xis(gT,lCH"
休学,きゅうがく,휴학,JLPT_1 JLPT,peW#H`ri[=
究極,きゅうきょく,궁극,JLPT_1 JLPT,Ft[`OH9ZtO
窮屈,きゅうくつ,답답한·거북한·비좁은,JLPT_1 JLPT,"HH&,U(vAg`"
球根,きゅうこん,알뿌리·구근,JLPT_1 JLPT,Q6BKH*&nE1
救済,きゅうさい,구제,JLPT_1 JLPT,c=d|._&IWr
給仕,きゅうじ,시중듦·급사,JLPT_1 JLPT,pzoWY8TS(/
給食,きゅうしょく,급식,JLPT_1 JLPT,zeAtvQ@_)h
休戦,きゅうせん,휴전,JLPT_1 JLPT,Q9p5.}YQtg
宮殿,きゅうでん,궁전,JLPT_1 JLPT,EOPs=A9D6~
舊知,きゅうち,구지·오랜 친구,JLPT_1 JLPT,A}I5035vZ1
窮乏,きゅうぼう,궁핍,JLPT_1 JLPT,fEoLTLW@>]
寄与,きよ,기여,JLPT_1 JLPT,hYW_RFKwv/
強,きょう,강함·약간 넘음,JLPT_1 JLPT,j5ZhDwA$S
狂,きょう,~광 (매니아),JLPT_1 JLPT,wkNK|ibT&!
驚異,きょうい,경이,JLPT_1 JLPT,I!i(y?o6E:
教科,きょうか,교과,JLPT_1 JLPT,M&=I]j0/Y0
協会,きょうかい,협회,JLPT_1 JLPT,Oz4*Mxo4//
共学,きょうがく,공학·남녀공학,JLPT_1 JLPT,eKY($Dr5lQ
共感,きょうかん,공감,JLPT_1 JLPT,w0|w&}3|}:
境遇,きょうぐう,경우·처지,JLPT_1 JLPT,dN:;6sg&]2
教訓,きょうくん,교훈,JLPT_1 JLPT,pOHPj(bnYG
強行,きょうこう,강행,JLPT_1 JLPT,tf7&|-V:n8
強硬,きょうこう,강경,JLPT_1 JLPT,bA*b92)[ZU
教材,きょうざい,교재,JLPT_1 JLPT,p)!Q@]*y>T
凶作,きょうさく,흉작,JLPT_1 JLPT,I`.1X|DPXu
業者,ぎょうしゃ,업자,JLPT_1 JLPT,o&/6(ODjkj
教習,きょうしゅう,교습·훈련,JLPT_1 JLPT,H/=&)s/)`t
郷愁,きょうしゅう,향수,JLPT_1 JLPT,eZKQ^QCO2_
教職,きょうしょく,교직,JLPT_1 JLPT,y`GfZjj}.E
興じる,きょうじる,즐기다·흥겨워하다,JLPT_1 JLPT,"Q;m4!,`BN,"
強制,きょうせい,강제,JLPT_1 JLPT,Hm$>AvE1~h
行政,ぎょうせい,행정,JLPT_1 JLPT,r~TWhqKvAt
業績,ぎょうせき,업적,JLPT_1 JLPT,Lk<<za38cF
共存,きょうぞん,공존,JLPT_1 JLPT,Ij!^n@6%SF
協定,きょうてい,협정,JLPT_1 JLPT,K9?Jw]OMOi
郷土,きょうど,향토,JLPT_1 JLPT,Q4`7(5-Vb`
脅迫,きょうはく,협박,JLPT_1 JLPT,k[s}KC9iC{
業務,ぎょうむ,업무,JLPT_1 JLPT,b&$V6PlYM?
共鳴,きょうめい,공명·공감,JLPT_1 JLPT,kl1yRR~Dbc
郷里,きょう리,고향,JLPT_1 JLPT,J6)+at[SJG
強烈,きょうれつ,강렬,JLPT_1 JLPT,r]=;%Z2Ns;
共和,きょうわ,공화·협력,JLPT_1 JLPT,GU{+)z^)dD
局限,きょくげん,국한,JLPT_1 JLPT,xsMbwTI.xJ
極端,きょくたん,극단,JLPT_1 JLPT,P.Mzv1I{9}
居住,きょじゅう,거주,JLPT_1 JLPT,m]/OZ*9GsC
拒絶,きょぜつ,거절,JLPT_1 JLPT,pF/Q.UL^fh
漁船,ぎょせん,어선,JLPT_1 JLPT,M@u:oyW>Kw
漁村,ぎょそん,어촌,JLPT_1 JLPT,oLHH[@w)KZ
拒否,きょひ,거부,JLPT_1 JLPT,xZG_N4@O9B
許容,きょよう,허용,JLPT_1 JLPT,"m;[9Tjw,qU"
清らか,きよらか,맑고 깨끗함,JLPT_1 JLPT,rPKJ~vEwnZ
きらびやか,きらびやか,찬란함·눈부심,JLPT_1 JLPT,t+RU;/m(KM
～きり,～きり,~만·~뿐,JLPT_1 JLPT,uzRZwLFG-t
義理,ぎり,의리,JLPT_1 JLPT,so:x7klic}
切替,きりかえ,전환·교체,JLPT_1 JLPT,B])<#Pn[DB
気流,きりゅう,기류,JLPT_1 JLPT,ph[xS7hP4#
切れ目,きれめ,끊어진 곳·단락,JLPT_1 JLPT,"C#,Pog7@LR"
疑惑,ぎわく,의혹,JLPT_1 JLPT,se:RwXAAh
極めて,きわめて,극히·매우,JLPT_1 JLPT Intermediate_Japanese_Ln.13 Intermediate_Japanese,EKB18v#}a&
近眼,きんがん,근시,JLPT_1 JLPT,dD[Q^z/~(w
緊急,きんきゅう,긴급,JLPT_1 JLPT,DgtR0$#5Qg
近郊,きんこう,근교,JLPT_1 JLPT,JfO#&<*3[k
均衡,きんこう,균형,JLPT_1 JLPT,x>zIhBvkg*
禁じる,きんじる,금지하다,JLPT_1 JLPT,r7Q>%_(/mr
勤勉,きんべん,근면,JLPT_1 JLPT,uYoa=%x]!q
吟味,ぎんみ,음미·자세히 조사함,JLPT_1 JLPT,p>zee?sO9;
勤務,きんむ,근무,JLPT_1 JLPT,hhs(k1{TN}
禁物,きんもつ,금물,JLPT_1 JLPT,sWH*^U2<+H
勤労,きんろう,근로,JLPT_1 JLPT,C^)QBm`a.U
퀴즈,クイズ,퀴즈,JLPT_1 JLPT,m9+]J[|ov;
食い違う,くいちがう,엇갈리다·틀리다,JLPT_1 JLPT,dlUQZZk[k&
空間,くうかん,공간,JLPT_1 JLPT,"FOY$+>M@U,"
空腹,くうふく,공복·배고픔,JLPT_1 JLPT,"o,>8F>0y;H"
区画,くかく,구획,JLPT_1 JLPT,hbtu==:uia
区間,くかん,구간,JLPT_1 JLPT,tS6N_tjG&R
茎,くき,줄기,JLPT_1 JLPT,O5c;9[C7}%
区切り,くぎり,매듭·단락,JLPT_1 JLPT,zqK^J|1vVI
くぐる,くぐる,빠져나가다·잠입하다,JLPT_1 JLPT,"bMchGH<.,G"
くじ,くじ,제비뽑기·추첨,JLPT_1 JLPT,ziu-}:42)#
くじびき,くじびき,제비뽑기,JLPT_1 JLPT,t-q[>)aB/{
くすぐったい,くすぐったい,간지럽다,JLPT_1 JLPT,P[CLwgoK#I
愚痴,ぐち,푸념·불평,JLPT_1 JLPT,C&*!h9}5ae
口吟む,くちずさむ,흥얼거리다,JLPT_1 JLPT,v#IdlQfu^;
嘴,くちばし,부리,JLPT_1 JLPT,q5`l.teeRT
朽ちる,くちる,썩다·허망하게 끝나다,JLPT_1 JLPT,y1>SUYnb]m
覆す,くつがえす,뒤엎다·번복하다,JLPT_1 JLPT,zp<0lkXp[6
くっきり,くっきり,뚜렷이·선명히,JLPT_1 JLPT,A%/]?I_gyZ
屈折,くっせつ,굴절,JLPT_1 JLPT,0E4`Ur@Ig
ぐっと,ぐっと,훨씬·쑥·단숨에,JLPT_1 JLPT,G/n$rvRj#F
首飾り,くびかざり,목걸이,JLPT_1 JLPT,"qFdJV,o7Z~"
首輪,くびわ,목걸이·개 목줄,JLPT_1 JLPT,"r$gf,6IuJ/"
組み込む,くみこむ,짜 넣다·포함시키다,JLPT_1 JLPT,N5}[0JLW]q
組み合わせる,くみあわせる,조합하다·맞추다,JLPT_1 JLPT,qDs6:%T/3U
蔵,くら,창고,JLPT_1 JLPT,C=*)4H{doV
회색,グレー,그레이·회색,JLPT_1 JLPT,k$7)oghP*m
크레인,クレーン,크레인,JLPT_1 JLPT,C(o|20rT;/
玄人,くろうと,전문가·숙련자,JLPT_1 JLPT,N5@#f;qR7F
黒字,くろじ,흑자,JLPT_1 JLPT,cw<1Zd}#`P
군함,ぐんかん,군함,JLPT_1 JLPT Intermediate_Japanese_Ln.8 Intermediate_Japanese,"j|9,<bl,`k"
군사,ぐんじ,군사,JLPT_1 JLPT,O/|8of/=vE
君主,くんしゅ,군주,JLPT_1 JLPT,stPJuiua;x
群集,ぐんしゅう,군중,JLPT_1 JLPT,p4G>}yfC)@
群衆,ぐんしゅう,군중,JLPT_1 JLPT,m)#YkIUhBb
軍備,ぐんび,군비,JLPT_1 JLPT,Q<54bk-ZNv
軍服,ぐんぷく,군복,JLPT_1 JLPT,puGrsq&TAP
芸,げい,예능·재주,JLPT_1 JLPT,zzMBfZ=xQL
経過,けいか,경과,JLPT_1 JLPT,ok7SBPZ~(w
軽快,けいかい,경쾌,JLPT_1 JLPT,H^eby;)zOc
警戒,けいかい,경계,JLPT_1 JLPT,IlUsDbGTyB
敬具,けいぐ,경구 (편지 끝인사),Intermediate_Japanese_Ln.4 JLPT_1 JLPT Intermediate_Japanese,B!lza1p.0?
軽減,けいげん,경감,JLPT_1 JLPT,IbWZR<kR]W
掲載,けいさい,게재,JLPT_1 JLPT,bq$YateC|k
傾斜,けいしゃ,경사,JLPT_1 JLPT,D&m-*([U$6
形成,けいせい,형성,JLPT_1 JLPT,"Q,O|6gZ,S_"
形勢,けいせい,형세,JLPT_1 JLPT,tT1?SPXi1I
軽率,けいそつ,경솔,JLPT_1 JLPT,mC$8ZBGBhL
刑罰,けいばつ,형벌,JLPT_1 JLPT,h!JCwBz@T7
経費,けいひ,경비,JLPT_1 JLPT,dA8rO;1&st
警部,けいぶ,경부 (경찰 계급),JLPT_1 JLPT,f~U_eCQcuj
