expression,reading,meaning,tags,guid,example_jp,example_reading_hiragana,example_ko
使いこなす,つかいこなす,"잘 다루다, 구사하다",JLPT_1 JLPT,iPUN2]f?%D,新しい機械を使いこなす。,あたらしいきかいをつかいこなす。,새 기계를 능숙하게 다룬다.
(最善を)尽くす,(さいぜんを)つくす,(최선을) 다하다,JLPT_1 JLPT,6rOoY1.]4},勝つために最善を尽くす。,かつためにさいぜんをつくす。,이기기 위해 최선을 다한다.
つくづく,つくづく,"정말, 매우, 절실히",JLPT_1 JLPT,0Y|rO6!N5W,健康のありがたさをつくづく感じた。,けんこうのありがたさをつくづくかんじた。,건강의 고마움을 절실히 느꼈다.
つじつま,つじつま,"사리, 이치",JLPT_1 JLPT,&0%oC@Y]bk,話のつじつまが合わない。,はなしのつじつまがあわない。,이야기의 앞뒤가 맞지 않는다.
強み,つよみ,"강점, 장점",JLPT_1 JLPT,4c4mkI%-?j,丁寧な接客が店の強みだ。,ていねいなせっきゃくがみせのつよみだ。,친절한 접객이 가게의 강점이다.
データ,データ,데이터,JLPT_1 JLPT,MB&QAhtmV/,調査で集めたデータを分析する。,ちょうさであつめたでーたをぶんせきする。,조사로 모은 데이터를 분석한다.
手遅れ,ておくれ,"때늦음, 시기를 놓침",JLPT_1 JLPT,]Q=1aI?p?K,症状が悪化してからでは手遅れだ。,しょうじょうがあっかしてからではておくれだ。,증상이 악화된 뒤에는 때늦다.
てがかり,てがかり,"단서, 실마리",JLPT_1 JLPT,jB8W*fTN.:,犯人につながるてがかりを見つけた。,はんにんにつながるてがかりをみつけた。,범인으로 이어지는 단서를 찾았다.
適応,てきおう,적응,JLPT_1 JLPT,<Qi4.-qFYh,新しい環境にすぐ適応した。,あたらしいかんきょうにすぐてきおうした。,새 환경에 곧 적응했다.
てきぱきと,てきぱきと,일을 척척 해내는 모양,JLPT_1 JLPT,[od8%B)p:],店員が注文をてきぱきと処理した。,てんいんがちゅうもんをてきぱきとしょりした。,점원이 주문을 척척 처리했다.
てぎわ,てぎわ,"솜씨, 수완",JLPT_1 JLPT,^%/wH*:vO=,職人のてぎわの良さに驚いた。,しょくにんのてぎわのよさにおどろいた。,장인의 능숙한 솜씨에 놀랐다.
デザイン,デザイン,디자인,JLPT_1 JLPT,"pf9aBZ6C,W",商品のデザインを一新した。,しょうひんのでざいんをいっしんした。,상품 디자인을 전면 개편했다.
デザート,デザート,"디저트, 후식",JLPT_1 JLPT,CDm+2|GR.>,食後に果物をデザートとして出した。,しょくごにくだものをでざーととしてだした。,식후에 과일을 디저트로 내놓았다.
手先,てさき,손재주,JLPT_1 JLPT,Gw_3#W)fFh,彼女は手先が器用だ。,かのじょはてさきがきようだ。,그녀는 손재주가 좋다.
手順,てじゅん,"순서, 절차",JLPT_1 JLPT,[e5mBo6Le/,手順どおりに機械を動かす。,てじゅんどおりにきかいをうごかす。,절차대로 기계를 작동한다.
撤去,てっきょ,철거,JLPT_1 JLPT,QIG+fRR|t[,駅前の放置自転車を撤去した。,えきまえのほうちじてんしゃをてっきょした。,역 앞에 방치된 자전거를 치웠다.
てっきり,てっきり,틀림없이,JLPT_1 JLPT,^O=4+j-Sk>,てっきり今日が締切だと思っていた。,てっきりきょうがしめきりだとおもっていた。,틀림없이 오늘이 마감인 줄 알았다.
手配,てはい,준비,JLPT_1 JLPT,8ak4{RV)I_,会場までの車を手配した。,かいじょうまでのくるまをてはいした。,행사장까지 갈 차를 준비했다.
同意,どうい,동의,JLPT_1 JLPT,#51EwvILrK,提案に全員が同意した。,ていあんにぜんいんがどういした。,제안에 전원이 동의했다.
同感,どうかん,동감,JLPT_1 JLPT,H@tL9}EjPX,私もその意見には同感です。,わたしもそのいけんにはどうかんです。,저도 그 의견에 동감입니다.
統合,とうごう,통합,JLPT_1 JLPT,":z<A`sQ4c,",三つの部署を一つに統合した。,みっつのぶしょをひとつにとうごうした。,세 부서를 하나로 통합했다.
到底,とうてい,도저히,JLPT_1 JLPT,Rgou#sMdZf,一日では到底終わらない。,いちにちではとうていおわらない。,하루로는 도저히 끝나지 않는다.
どうにか,どうにか,"그럭저럭, 겨우",JLPT_1 JLPT,kLs&?GnW33,皆の助けでどうにか完成した。,みんなのたすけでどうにかかんせいした。,모두의 도움으로 어떻게든 완성했다.
当(ホテル),とう(ホテル),"당, 저희(호텔)",JLPT_1 JLPT,0m{%LvM[>x,当ホテルでは朝食を無料で提供します。,とうほてるではちょうしょくをむりょうでていきょうします。,저희 호텔에서는 조식을 무료로 제공합니다.
特技,とくぎ,특기,JLPT_1 JLPT,{H@1L+tCwn,私の特技は暗算です。,わたしのとくぎはあんざんです。,제 특기는 암산입니다.
とっさに,とっさに,"순간적으로, 바로",JLPT_1 JLPT,`0;HNizRX2,飛び出した猫をとっさに避けた。,とびだしたねこをとっさにさけた。,튀어나온 고양이를 순간적으로 피했다.
突破,とっぱ,돌파,JLPT_1 JLPT,[(Qd(D=kK7,チームは接戦を制して予選を突破した。,ちーむはせっせんをせいしてよせんをとっぱした。,팀은 접전 끝에 예선을 통과했다.
とぼける,とぼける,시치미를 떼다,JLPT_1 JLPT,"GQ&_{-j,/,",知っているのにとぼけている。,しっているのにとぼけている。,알면서도 시치미를 떼고 있다.
とぼしい,とぼしい,부족하다,JLPT_1 JLPT,r)(HJMYI:p,この地域は水資源にとぼしい。,このちいきはみずしげんにとぼしい。,이 지역은 수자원이 부족하다.
とりあえず,とりあえず,"우선, 일단",JLPT_1 JLPT,%JcK<vy)nc,とりあえず必要な物だけ買った。,とりあえずひつようなものだけかった。,우선 필요한 것만 샀다.
取り締まり,とりしまり,단속,JLPT_1 JLPT,K#hN#[ez%M,飲酒運転の取り締まりが強化された。,いんしゅうんてんのとりしまりがきょうかされた。,음주 운전 단속이 강화됐다.
取り締まる,とりしまる,단속하다,JLPT_1 JLPT,mQAfwt;@|M,警察が違法駐車を取り締まる。,けいさつがいほうちゅうしゃをとりしまる。,경찰이 불법 주차를 단속한다.
取り次ぐ,とりつぐ,"(전화를) 연결하다, 전하다",JLPT_1 JLPT,.||WTh[<PP,担当者に電話を取り次ぎます。,たんとうしゃにでんわをとりつぎます。,담당자에게 전화를 연결하겠습니다.
取り戻す,とりもどす,"되찾다, 회복하다",JLPT_1 JLPT,NpIg?_jIWh,失った信頼を取り戻す。,うしなったしんらいをとりもどす。,잃어버린 신뢰를 되찾는다.
とりわけ,とりわけ,"유난히, 특히",JLPT_1 JLPT,N09IsCtDjN,今年の夏はとりわけ暑い。,ことしのなつはとりわけあつい。,올여름은 유난히 덥다.
どんより,どんより,날씨가 잔뜩 흐린 모양,JLPT_1 JLPT,QJ@(q=8lIm,空は朝からどんより曇っている。,そらはあさからどんよりくもっている。,하늘은 아침부터 잔뜩 흐려 있다.
長い目で見る,ながいめでみる,긴 안목으로 보다,JLPT_1 JLPT,c_UF[!mmh9,教育の成果は長い目で見るべきだ。,きょういくのせいかはながいめでみるべきだ。,교육의 성과는 긴 안목으로 봐야 한다.
なごやか,なごやか,"부드러움, 온화함",JLPT_1 JLPT,ZZE[<TMx;Z,会議はなごやかな雰囲気で進んだ。,かいぎはなごやかなふんいきですすんだ。,회의는 온화한 분위기에서 진행됐다.
なだめる,なだめる,달래다,JLPT_1 JLPT,DL]fx34#AX,母は泣く子を優しくなだめた。,はははなくこをやさしくなだめた。,어머니는 우는 아이를 다정하게 달랬다.
なにげない,なにげない,아무렇지도 않다,JLPT_1 JLPT,kVlD]{~p^H,彼のなにげない一言に傷ついた。,かれのなにげないひとことにきずついた。,그의 무심한 한마디에 상처받았다.
何とぞ,なにとぞ,"부디, 아무쪼록",JLPT_1 JLPT,]~0)]S~hSf,何とぞご理解くださいますようお願いします。,なにとぞごりかいくださいますようおねがいします。,아무쪼록 이해해 주시기를 부탁드립니다.
波に乗る,なみにのる,시류에 편승하다,JLPT_1 JLPT,"e)2<1ZzrZ,",新商品は流行の波に乗って売れた。,しんしょうひんはりゅうこうのなみにのってうれた。,신상품은 유행의 흐름을 타고 팔렸다.
なれなれしい,なれなれしい,지나치게 친한 척하다,JLPT_1 JLPT,$a}YyV4<jo,初対面なのになれなれしく話しかけてきた。,しょたいめんなのになれなれしくはなしかけてきた。,초면인데도 지나치게 친한 척 말을 걸어왔다.
難航している,なんこうしている,난항을 겪고 있다,JLPT_1 JLPT,QRt/+>DrA|,用地交渉が難航している。,ようちこうしょうがなんこうしている。,부지 협상이 난항을 겪고 있다.
ナンセンス,ナンセンス,난센스,JLPT_1 JLPT,;=R|X.Lc||,根拠のない批判はナンセンスだ。,こんきょのないひはんはなんせんすだ。,근거 없는 비판은 터무니없다.
荷が重い,にがおもい,짐(책임)이 무겁다,JLPT_1 JLPT,OIu^i#a=`1,新人の私にはこの役目は荷が重い。,しんじんのわたしにはこのやくめはにがおもい。,신입인 내게 이 역할은 책임이 너무 무겁다.
にじむ,にじむ,"번지다, 스미다, 드러나다",JLPT_1 JLPT,":~G,E6>o&H",涙で文字がにじんで見えた。,なみだでもじがにじんでみえた。,눈물로 글자가 번져 보였다.
